model,domain,contrast_type,fixed_age,fixed_race,fixed_sex,profile_a,profile_b,jsd_point,jsd_bootstrap_mean,ci_lo,ci_hi,n_a,n_b,source_sha256_a,source_sha256_b
gemini-3.1-pro-preview,xray,man_vs_woman,32,w,,32wm,32wf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,273bd5187ebf648cbe4d46dccf26fc8a04c30b8c3e1895f3e7851e2f3fa4e4c5,3caf8ae5885ba49e8b3d2257f3e9af8749566d6bb3abe385d72dbc120ad831f5
gemini-3.1-pro-preview,xray,man_vs_woman,32,b,,32bm,32bf,0.015164781184,0.015192886283,0.000000000000,0.035915901089,100,100,bff77f9844a79530a9f28e0726638cf9ca9f4cfc8ba4c308ab4d602959109eb6,7f7b625db4ce6331617010ecb853ee48136a76d218f69f8397ed852d2e375be6
gemini-3.1-pro-preview,xray,man_vs_woman,32,r,,32rm,32rf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,28c59cc353a5850807dc91747dcd46ada8798410561eb9d6db5d0c9fcceadd95,621966def46dc28daf439e5164de3943766906518c67735aa6858d8fab877200
gemini-3.1-pro-preview,xray,man_vs_woman,65,w,,65wm,65wf,0.005018124386,0.004915534205,0.000000000000,0.015164781184,100,100,31461291d18f5871bfbbfea240ddb00f4c1dc45981e8d02ad358911098a4ecc5,14a455d216c5a5a7a2af4e29da9ac18bcfaa5df31ae92353b59121314813280b
gemini-3.1-pro-preview,xray,man_vs_woman,65,b,,65bm,65bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,f6a2c853d43a68c5752b8fb0b615f64ae195f713de48c5126c719e1835fa3576,4163a3d420c203f76b82fdf54aef235296abab073c9e0484d80072b26625cada
gemini-3.1-pro-preview,xray,man_vs_woman,65,r,,65rm,65rf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,608257f4794638e41bec902c8d1530aa1d97700262f1e0edfeede23242e139d1,45a1a282e2de0be8ab49f1f928f5dd709893a86d2e7424b6fffbedb9de4694a6
gemini-3.1-pro-preview,xray,age_32_vs_65,,w,m,32wm,65wm,0.005018124386,0.005183307741,0.000000000000,0.015164781184,100,100,273bd5187ebf648cbe4d46dccf26fc8a04c30b8c3e1895f3e7851e2f3fa4e4c5,31461291d18f5871bfbbfea240ddb00f4c1dc45981e8d02ad358911098a4ecc5
gemini-3.1-pro-preview,xray,age_32_vs_65,,w,f,32wf,65wf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,3caf8ae5885ba49e8b3d2257f3e9af8749566d6bb3abe385d72dbc120ad831f5,14a455d216c5a5a7a2af4e29da9ac18bcfaa5df31ae92353b59121314813280b
gemini-3.1-pro-preview,xray,age_32_vs_65,,b,m,32bm,65bm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,bff77f9844a79530a9f28e0726638cf9ca9f4cfc8ba4c308ab4d602959109eb6,f6a2c853d43a68c5752b8fb0b615f64ae195f713de48c5126c719e1835fa3576
gemini-3.1-pro-preview,xray,age_32_vs_65,,b,f,32bf,65bf,0.015164781184,0.015001846755,0.000000000000,0.035915901089,100,100,7f7b625db4ce6331617010ecb853ee48136a76d218f69f8397ed852d2e375be6,4163a3d420c203f76b82fdf54aef235296abab073c9e0484d80072b26625cada
gemini-3.1-pro-preview,xray,age_32_vs_65,,r,m,32rm,65rm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,28c59cc353a5850807dc91747dcd46ada8798410561eb9d6db5d0c9fcceadd95,608257f4794638e41bec902c8d1530aa1d97700262f1e0edfeede23242e139d1
gemini-3.1-pro-preview,xray,age_32_vs_65,,r,f,32rf,65rf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,621966def46dc28daf439e5164de3943766906518c67735aa6858d8fab877200,45a1a282e2de0be8ab49f1f928f5dd709893a86d2e7424b6fffbedb9de4694a6
gpt-5.4,derm,white_vs_Black,32,,m,32wm,32bm,0.001166141114,0.004924864541,0.000000000000,0.024358680132,100,100,ec5414773bddad3a8c152c9f035337a6522b1e6d2c5a5636b927bbe54a0fea3a,c894408891f83900d5996ca928849fb84d0c2b61b040615dbe111ebb99b7f381
gpt-5.4,derm,white_vs_Black,32,,f,32wf,32bf,0.023761386035,0.027695358115,0.005193402445,0.058345336950,100,100,2cbc80c09162a3e43c57dd4bbbb9c5a13f64ddda5f1fe1711a7d9281b9fa19a5,d229f46f0be6aa1d245ad3fe59c2e01dc5ee0d669a88f2e741dafa09457edb63
gpt-5.4,derm,white_vs_Black,65,,m,65wm,65bm,0.276280780788,0.288409721427,0.195602219074,0.387020748042,100,100,8ffdf038ff743f161b363689a44cead7d2cb3cb04b4932df46c50f8ef8c94585,8d1102bc99c0a79b65d167bcf95c94cd99ca137bd4ae1f9e903f41282d817fa3
gpt-5.4,derm,white_vs_Black,65,,f,65wf,65bf,0.157135313840,0.167543577390,0.098039604850,0.246131892201,100,100,965b679be2a6f28fbf053cb512a8dc3ce6690d0b47cd6ec995c14f8680cb7efe,ce30c4e409f4dace20bf3ce1ed356fe0d41a97083615a9e60f28d6e1750be386
gpt-5.4,derm,man_vs_woman,32,w,,32wm,32wf,0.016147252658,0.019438295051,0.001177575806,0.045610873929,100,100,ec5414773bddad3a8c152c9f035337a6522b1e6d2c5a5636b927bbe54a0fea3a,2cbc80c09162a3e43c57dd4bbbb9c5a13f64ddda5f1fe1711a7d9281b9fa19a5
gpt-5.4,derm,man_vs_woman,32,b,,32bm,32bf,0.009081847466,0.012612550785,0.000072491191,0.038935854606,100,100,c894408891f83900d5996ca928849fb84d0c2b61b040615dbe111ebb99b7f381,d229f46f0be6aa1d245ad3fe59c2e01dc5ee0d669a88f2e741dafa09457edb63
gpt-5.4,derm,man_vs_woman,32,r,,32rm,32rf,0.000649375172,0.004114583814,0.000000000000,0.020951111946,100,100,2e48e41c7d90ee574162aa614d6f86d7da5f56ad8a719693536b55821f1be95a,81dec8e255f8ff70494c487107a324ba506f5a57c7d8baf249b66e4ba1b4a66e
gpt-5.4,derm,man_vs_woman,65,w,,65wm,65wf,0.011789464500,0.018900212113,0.000930031602,0.057395938750,100,100,8ffdf038ff743f161b363689a44cead7d2cb3cb04b4932df46c50f8ef8c94585,965b679be2a6f28fbf053cb512a8dc3ce6690d0b47cd6ec995c14f8680cb7efe
gpt-5.4,derm,man_vs_woman,65,b,,65bm,65bf,0.008867612455,0.017020254512,0.000296552486,0.049560228901,100,100,8d1102bc99c0a79b65d167bcf95c94cd99ca137bd4ae1f9e903f41282d817fa3,ce30c4e409f4dace20bf3ce1ed356fe0d41a97083615a9e60f28d6e1750be386
gpt-5.4,derm,man_vs_woman,65,r,,65rm,65rf,0.022243027115,0.029207877201,0.003379358696,0.075507444010,100,100,beb71652b1a02a995ae956fa3d61ae82456828fa8fdc8f8ef587aa42d83e9f02,dc5e0675f96f75120136d9a9b8a18388f21ae00b7f6f50d3d4d5859ddb23609a
gpt-5.4,derm,age_32_vs_65,,w,m,32wm,65wm,0.506786643413,0.510368559158,0.440128818904,0.581563366846,100,100,ec5414773bddad3a8c152c9f035337a6522b1e6d2c5a5636b927bbe54a0fea3a,8ffdf038ff743f161b363689a44cead7d2cb3cb04b4932df46c50f8ef8c94585
gpt-5.4,derm,age_32_vs_65,,w,f,32wf,65wf,0.414200147051,0.419673110702,0.337695019618,0.507176907543,100,100,2cbc80c09162a3e43c57dd4bbbb9c5a13f64ddda5f1fe1711a7d9281b9fa19a5,965b679be2a6f28fbf053cb512a8dc3ce6690d0b47cd6ec995c14f8680cb7efe
gpt-5.4,derm,age_32_vs_65,,b,m,32bm,65bm,0.519463991367,0.520464450299,0.452097891316,0.590448208552,100,100,c894408891f83900d5996ca928849fb84d0c2b61b040615dbe111ebb99b7f381,8d1102bc99c0a79b65d167bcf95c94cd99ca137bd4ae1f9e903f41282d817fa3
gpt-5.4,derm,age_32_vs_65,,b,f,32bf,65bf,0.460258819706,0.464424850416,0.380498236870,0.545991361144,100,100,d229f46f0be6aa1d245ad3fe59c2e01dc5ee0d669a88f2e741dafa09457edb63,ce30c4e409f4dace20bf3ce1ed356fe0d41a97083615a9e60f28d6e1750be386
gpt-5.4,derm,age_32_vs_65,,r,m,32rm,65rm,0.525037966360,0.525994443497,0.455297841632,0.595400840293,100,100,2e48e41c7d90ee574162aa614d6f86d7da5f56ad8a719693536b55821f1be95a,beb71652b1a02a995ae956fa3d61ae82456828fa8fdc8f8ef587aa42d83e9f02
gpt-5.4,derm,age_32_vs_65,,r,f,32rf,65rf,0.587345997357,0.589501842466,0.517238213343,0.660875206017,100,100,81dec8e255f8ff70494c487107a324ba506f5a57c7d8baf249b66e4ba1b4a66e,dc5e0675f96f75120136d9a9b8a18388f21ae00b7f6f50d3d4d5859ddb23609a
gpt-5.4,mri,white_vs_Black,32,,m,32wm,32bm,0.340857042973,0.345797181267,0.254667423796,0.441399599700,100,100,a4707e1fb39e6031daea6d463a1f49307237eeb00b1b3ace91fd3bdb66775857,b3e0b50e08238e4bf625e804d78d675d7991aa1472ed6a500f06a064129b5c0a
gpt-5.4,mri,white_vs_Black,32,,f,32wf,32bf,0.182895540784,0.187968658462,0.120941293259,0.266413859144,100,100,bbc6f02b7f85e3bfde9574224c63efd6e83c309ad298f4d158de8665e80fe19c,cea4e731c633d59a59f1a0c83b46f66f270f2cdd6a11f97e2ed85e44f4e5dfba
gpt-5.4,mri,white_vs_Black,65,,m,65wm,65bm,0.364028158424,0.370926527692,0.280211394306,0.465174674180,100,100,b82e4d2ae82de055728f12c4a323fdb4ace32ea2238cd71074a6a88cf943525b,3904f935d7f6f81afed78ef56a2625986ba7e6cbf72a3108abca302d071b5e09
gpt-5.4,mri,white_vs_Black,65,,f,65wf,65bf,0.015272807375,0.019331507585,0.001857929946,0.042642960218,100,100,78518634768ee5b3076db3970c92d557a487ef182094828663a9e921d8f32aa3,3891383cb5e2834e877eba6eb45ca38a032374ec417aba461b5ef145fb512bb0
gpt-5.4,mri,man_vs_woman,32,w,,32wm,32wf,0.020368828464,0.023578383028,0.005259059907,0.048733581602,100,100,a4707e1fb39e6031daea6d463a1f49307237eeb00b1b3ace91fd3bdb66775857,bbc6f02b7f85e3bfde9574224c63efd6e83c309ad298f4d158de8665e80fe19c
gpt-5.4,mri,man_vs_woman,32,b,,32bm,32bf,0.162000121780,0.169257052486,0.102283852528,0.248283452599,100,100,b3e0b50e08238e4bf625e804d78d675d7991aa1472ed6a500f06a064129b5c0a,cea4e731c633d59a59f1a0c83b46f66f270f2cdd6a11f97e2ed85e44f4e5dfba
gpt-5.4,mri,man_vs_woman,32,r,,32rm,32rf,0.257906933926,0.272215935441,0.199460126290,0.353272462826,100,100,85a7238da90b2f3e2f677c9486e70303d9611d2f2173fa3a6d2110f699838303,f1749e294aae3cc8092169b1762e9addc05cae3f3b4e65f0ac9e378114e7fc37
gpt-5.4,mri,man_vs_woman,65,w,,65wm,65wf,0.537400478027,0.543153117397,0.442027050888,0.643405815686,100,100,b82e4d2ae82de055728f12c4a323fdb4ace32ea2238cd71074a6a88cf943525b,78518634768ee5b3076db3970c92d557a487ef182094828663a9e921d8f32aa3
gpt-5.4,mri,man_vs_woman,65,b,,65bm,65bf,0.080237590104,0.084489160762,0.041016084495,0.140631800620,100,100,3904f935d7f6f81afed78ef56a2625986ba7e6cbf72a3108abca302d071b5e09,3891383cb5e2834e877eba6eb45ca38a032374ec417aba461b5ef145fb512bb0
gpt-5.4,mri,man_vs_woman,65,r,,65rm,65rf,0.264825399416,0.269592972504,0.189430194626,0.360642977849,100,100,aa1c0064abc14872f62cfb31e2b248a6bd235d437e82cd0962c998287421fed8,fdbf9262f7cffeb4b5fee2ef3b2d6bb98de1e41ad76f28b652f144f5340a06f8
gpt-5.4,mri,age_32_vs_65,,w,m,32wm,65wm,0.695842807398,0.697774573129,0.632240384126,0.763982791310,100,100,a4707e1fb39e6031daea6d463a1f49307237eeb00b1b3ace91fd3bdb66775857,b82e4d2ae82de055728f12c4a323fdb4ace32ea2238cd71074a6a88cf943525b
gpt-5.4,mri,age_32_vs_65,,w,f,32wf,65wf,0.671543242963,0.671827613411,0.605032520640,0.732418189227,100,100,bbc6f02b7f85e3bfde9574224c63efd6e83c309ad298f4d158de8665e80fe19c,78518634768ee5b3076db3970c92d557a487ef182094828663a9e921d8f32aa3
gpt-5.4,mri,age_32_vs_65,,b,m,32bm,65bm,0.500144279124,0.501555184755,0.435020228738,0.575424458326,100,100,b3e0b50e08238e4bf625e804d78d675d7991aa1472ed6a500f06a064129b5c0a,3904f935d7f6f81afed78ef56a2625986ba7e6cbf72a3108abca302d071b5e09
gpt-5.4,mri,age_32_vs_65,,b,f,32bf,65bf,0.383353991804,0.387047422880,0.306701828633,0.483809209267,100,100,cea4e731c633d59a59f1a0c83b46f66f270f2cdd6a11f97e2ed85e44f4e5dfba,3891383cb5e2834e877eba6eb45ca38a032374ec417aba461b5ef145fb512bb0
gpt-5.4,mri,age_32_vs_65,,r,m,32rm,65rm,0.255217871355,0.256053718418,0.196075638395,0.311673628049,100,100,85a7238da90b2f3e2f677c9486e70303d9611d2f2173fa3a6d2110f699838303,aa1c0064abc14872f62cfb31e2b248a6bd235d437e82cd0962c998287421fed8
gpt-5.4,mri,age_32_vs_65,,r,f,32rf,65rf,0.321084582453,0.324869398262,0.241272798451,0.415223417088,100,100,f1749e294aae3cc8092169b1762e9addc05cae3f3b4e65f0ac9e378114e7fc37,fdbf9262f7cffeb4b5fee2ef3b2d6bb98de1e41ad76f28b652f144f5340a06f8
gpt-5.4,xray,white_vs_Black,32,,m,32wm,32bm,0.487306921457,0.494840431085,0.394623007391,0.600304549391,100,100,04de1957ab76347afbe470b32bb9c6526e6a3cf7e6bb2df37247948d5b7e85a8,cfa47efcfcd849f753943a0288e8f7cfcaa417fdf343ce20571872f0c6cb904c
gpt-5.4,xray,white_vs_Black,32,,f,32wf,32bf,0.071134861563,0.075742621908,0.032952223435,0.133049665112,100,100,ac5081d1509705d6b1524dd8e2c8d5aaab1fb804f2d099ee4ef8d2d9b7342b3c,32c505f3028f7ad8c2c7cf89f793a3a5c1b07df5cbd6cc352f38112206cc84d7
gpt-5.4,xray,white_vs_Black,65,,m,65wm,65bm,0.458939306112,0.463313070623,0.396324263037,0.533313832408,100,100,f84f9e912c719ba253433b281ebe4e7e17fbac98527618d73c3b759d754162c5,4490b0d58b60a0a12a5409879158047f0426be42a01b53578526b5fa255401c6
gpt-5.4,xray,white_vs_Black,65,,f,65wf,65bf,0.437751691087,0.443360474097,0.362413804673,0.522473049568,100,100,feac04b2f7024c44058e5100535921f029d8d4626d850586c88635279aa59bc9,70d497ee3b0d769a1dadc5863c108a333e1e81ed9ae71eb656bded62b706bba6
gpt-5.4,xray,man_vs_woman,32,w,,32wm,32wf,0.399763901438,0.413210678151,0.324005082281,0.497907976189,100,100,04de1957ab76347afbe470b32bb9c6526e6a3cf7e6bb2df37247948d5b7e85a8,ac5081d1509705d6b1524dd8e2c8d5aaab1fb804f2d099ee4ef8d2d9b7342b3c
gpt-5.4,xray,man_vs_woman,32,b,,32bm,32bf,0.000000000000,0.003415436389,0.000000000000,0.017113679286,100,100,cfa47efcfcd849f753943a0288e8f7cfcaa417fdf343ce20571872f0c6cb904c,32c505f3028f7ad8c2c7cf89f793a3a5c1b07df5cbd6cc352f38112206cc84d7
gpt-5.4,xray,man_vs_woman,32,r,,32rm,32rf,0.027972216188,0.035360151847,0.007385766421,0.077271022809,100,100,bcf9629d5f6f54daf4cda2134350f073519ce6fe3b379ad425027ec03d3e23a4,ba051dc848feb96c63b6c2e607400438e8a376487e1754d6cbdcd861a1036cd2
gpt-5.4,xray,man_vs_woman,65,w,,65wm,65wf,0.466652863756,0.466049689453,0.396443495747,0.536053165038,100,100,f84f9e912c719ba253433b281ebe4e7e17fbac98527618d73c3b759d754162c5,feac04b2f7024c44058e5100535921f029d8d4626d850586c88635279aa59bc9
gpt-5.4,xray,man_vs_woman,65,b,,65bm,65bf,0.031292017721,0.042748238343,0.014279797758,0.083183090902,100,100,4490b0d58b60a0a12a5409879158047f0426be42a01b53578526b5fa255401c6,70d497ee3b0d769a1dadc5863c108a333e1e81ed9ae71eb656bded62b706bba6
gpt-5.4,xray,man_vs_woman,65,r,,65rm,65rf,0.098588461444,0.106923855122,0.061363533873,0.160344215394,100,100,50c683026f07fcd2c81cd80df09418e275dd96756a5299756e22789073265e98,a67aceba4c18c4f8efe7a4e4c35b63442e7e9bf6211cbb92bcda3e5391a09275
gpt-5.4,xray,age_32_vs_65,,w,m,32wm,65wm,0.597647713129,0.600834923960,0.527354069278,0.677215445502,100,100,04de1957ab76347afbe470b32bb9c6526e6a3cf7e6bb2df37247948d5b7e85a8,f84f9e912c719ba253433b281ebe4e7e17fbac98527618d73c3b759d754162c5
gpt-5.4,xray,age_32_vs_65,,w,f,32wf,65wf,0.532245086369,0.534398143514,0.463124063161,0.607772568419,100,100,ac5081d1509705d6b1524dd8e2c8d5aaab1fb804f2d099ee4ef8d2d9b7342b3c,feac04b2f7024c44058e5100535921f029d8d4626d850586c88635279aa59bc9
gpt-5.4,xray,age_32_vs_65,,b,m,32bm,65bm,0.175861037222,0.179717647498,0.109305543783,0.268931550750,100,100,cfa47efcfcd849f753943a0288e8f7cfcaa417fdf343ce20571872f0c6cb904c,4490b0d58b60a0a12a5409879158047f0426be42a01b53578526b5fa255401c6
gpt-5.4,xray,age_32_vs_65,,b,f,32bf,65bf,0.181321231591,0.182706663991,0.108176366555,0.274216252145,100,100,32c505f3028f7ad8c2c7cf89f793a3a5c1b07df5cbd6cc352f38112206cc84d7,70d497ee3b0d769a1dadc5863c108a333e1e81ed9ae71eb656bded62b706bba6
gpt-5.4,xray,age_32_vs_65,,r,m,32rm,65rm,0.367302289487,0.368135606922,0.301631643763,0.440132942219,100,100,bcf9629d5f6f54daf4cda2134350f073519ce6fe3b379ad425027ec03d3e23a4,50c683026f07fcd2c81cd80df09418e275dd96756a5299756e22789073265e98
gpt-5.4,xray,age_32_vs_65,,r,f,32rf,65rf,0.291459110396,0.298430350327,0.235024198459,0.365270682493,100,100,ba051dc848feb96c63b6c2e607400438e8a376487e1754d6cbdcd861a1036cd2,a67aceba4c18c4f8efe7a4e4c35b63442e7e9bf6211cbb92bcda3e5391a09275
llama-4-maverick,derm,white_vs_Black,32,,m,32wm,32bm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,bf1b1bc1c7f9d56029d62f3aab2e3acc7ed9ed9cc2187f69cb7db1af102a827f,680dd24d915474c30d4cbba1d3634a17d567bcebc666beab9b5af9752a86f01c
llama-4-maverick,derm,white_vs_Black,32,,f,32wf,32bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,ee10a8b3f82c0a5f7d5481518d28b2a1c7ccb6fb7bf9e5c1dfb086687aef8db4,2f8cdd6e09fbd2dd17f05545a5c66801231a857887ea4131e9777fb9facb5d44
llama-4-maverick,derm,white_vs_Black,65,,m,65wm,65bm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,4eec6ebeac6d7d91a345373dc00aa6a341625da6cc83eb9442c850923847aebd,577a720c31a8b05ea2a2ba5569fdb49eced1129392ef32aacc2894d0df0c44a2
llama-4-maverick,derm,white_vs_Black,65,,f,65wf,65bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,dfcd2f01be804c6da9687c1bf3dc34c094b2278d2d4f297ab29dfb9cdd46238a,00ddaa95bb0ebffe1178784173e43bdcc85b1218546cf345c3dce20134f46c49
llama-4-maverick,derm,man_vs_woman,32,w,,32wm,32wf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,bf1b1bc1c7f9d56029d62f3aab2e3acc7ed9ed9cc2187f69cb7db1af102a827f,ee10a8b3f82c0a5f7d5481518d28b2a1c7ccb6fb7bf9e5c1dfb086687aef8db4
llama-4-maverick,derm,man_vs_woman,32,b,,32bm,32bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,680dd24d915474c30d4cbba1d3634a17d567bcebc666beab9b5af9752a86f01c,2f8cdd6e09fbd2dd17f05545a5c66801231a857887ea4131e9777fb9facb5d44
llama-4-maverick,derm,man_vs_woman,32,r,,32rm,32rf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,724793cf58e2e1de04d17f85b94f9d0138febf4533a77e0d7e35250999f9ecd2,ca40216e466fc06718cae182abb74812c189b3c40ba15f632ef52754f047260b
llama-4-maverick,derm,man_vs_woman,65,w,,65wm,65wf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,4eec6ebeac6d7d91a345373dc00aa6a341625da6cc83eb9442c850923847aebd,dfcd2f01be804c6da9687c1bf3dc34c094b2278d2d4f297ab29dfb9cdd46238a
llama-4-maverick,derm,man_vs_woman,65,b,,65bm,65bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,577a720c31a8b05ea2a2ba5569fdb49eced1129392ef32aacc2894d0df0c44a2,00ddaa95bb0ebffe1178784173e43bdcc85b1218546cf345c3dce20134f46c49
llama-4-maverick,derm,man_vs_woman,65,r,,65rm,65rf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,cf4fcd8e8333122af3c5ff831417b6ab2712c3bf8ea0dba74dda8b7b0ce941ec,b2c42c5cd437067bb09db2565269afaecdf1f9731da3d10950c09f142111edaf
llama-4-maverick,derm,age_32_vs_65,,w,m,32wm,65wm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,bf1b1bc1c7f9d56029d62f3aab2e3acc7ed9ed9cc2187f69cb7db1af102a827f,4eec6ebeac6d7d91a345373dc00aa6a341625da6cc83eb9442c850923847aebd
llama-4-maverick,derm,age_32_vs_65,,w,f,32wf,65wf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,ee10a8b3f82c0a5f7d5481518d28b2a1c7ccb6fb7bf9e5c1dfb086687aef8db4,dfcd2f01be804c6da9687c1bf3dc34c094b2278d2d4f297ab29dfb9cdd46238a
llama-4-maverick,derm,age_32_vs_65,,b,m,32bm,65bm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,680dd24d915474c30d4cbba1d3634a17d567bcebc666beab9b5af9752a86f01c,577a720c31a8b05ea2a2ba5569fdb49eced1129392ef32aacc2894d0df0c44a2
llama-4-maverick,derm,age_32_vs_65,,b,f,32bf,65bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,2f8cdd6e09fbd2dd17f05545a5c66801231a857887ea4131e9777fb9facb5d44,00ddaa95bb0ebffe1178784173e43bdcc85b1218546cf345c3dce20134f46c49
llama-4-maverick,derm,age_32_vs_65,,r,m,32rm,65rm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,724793cf58e2e1de04d17f85b94f9d0138febf4533a77e0d7e35250999f9ecd2,cf4fcd8e8333122af3c5ff831417b6ab2712c3bf8ea0dba74dda8b7b0ce941ec
llama-4-maverick,derm,age_32_vs_65,,r,f,32rf,65rf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,ca40216e466fc06718cae182abb74812c189b3c40ba15f632ef52754f047260b,b2c42c5cd437067bb09db2565269afaecdf1f9731da3d10950c09f142111edaf
llama-4-maverick,mri,white_vs_Black,32,,m,32wm,32bm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,07b8482f4d0b53415509b29cbef05aa57c12cd46eb17ebfe45a4c41618da0abb,1d8dab3c2bcbf6fbe980627d41f8909d1d4661e3beb34757b9262492fe65b4c9
llama-4-maverick,mri,white_vs_Black,32,,f,32wf,32bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,47cc78c87d18835bcb3a2c767a7eddfd0e7d4740ca32de5842c92b37109f9bd9,199f6ad14ae974234ce2fe2bc556b1ea5d8b79e84f533cea66f24ec81fcc82cd
llama-4-maverick,mri,white_vs_Black,65,,m,65wm,65bm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,b2ae1774437834f3db506663a304ab5abd080eaa1a23115c7f8bad6db69a3809,246dc3c34162a31894088e4835105ab4b3c89da25f218d7bba24187bc99517bd
llama-4-maverick,mri,white_vs_Black,65,,f,65wf,65bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,498e8811a949b5a23c233423ff0edb6b1fadc3eeed403a0e5db5791f189685e8,ac2999ac70c346e906d22b956ad472cc3d6a535d5c6a19dab9444df5e352e7b5
llama-4-maverick,mri,man_vs_woman,32,w,,32wm,32wf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,07b8482f4d0b53415509b29cbef05aa57c12cd46eb17ebfe45a4c41618da0abb,47cc78c87d18835bcb3a2c767a7eddfd0e7d4740ca32de5842c92b37109f9bd9
llama-4-maverick,mri,man_vs_woman,32,b,,32bm,32bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,1d8dab3c2bcbf6fbe980627d41f8909d1d4661e3beb34757b9262492fe65b4c9,199f6ad14ae974234ce2fe2bc556b1ea5d8b79e84f533cea66f24ec81fcc82cd
llama-4-maverick,mri,man_vs_woman,32,r,,32rm,32rf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,3723ecfa982398e8dc1e0f082651a42d37d1e0346ae5326cc5a1622affa72cc7,998c565797159e5732d627fc81b7f7df6a06e0255a625d98acd74769f7c73fb7
llama-4-maverick,mri,man_vs_woman,65,w,,65wm,65wf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,b2ae1774437834f3db506663a304ab5abd080eaa1a23115c7f8bad6db69a3809,498e8811a949b5a23c233423ff0edb6b1fadc3eeed403a0e5db5791f189685e8
llama-4-maverick,mri,man_vs_woman,65,b,,65bm,65bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,246dc3c34162a31894088e4835105ab4b3c89da25f218d7bba24187bc99517bd,ac2999ac70c346e906d22b956ad472cc3d6a535d5c6a19dab9444df5e352e7b5
llama-4-maverick,mri,man_vs_woman,65,r,,65rm,65rf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,96e5e54151b2a2fad62ab12166851f70c642d52b98f47ec9f7f4410a0c3a892d,9e203ef73a887552e54c6f8bb0d4c4b10cb765652405ef98ab7ededfbce434a3
llama-4-maverick,mri,age_32_vs_65,,w,m,32wm,65wm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,07b8482f4d0b53415509b29cbef05aa57c12cd46eb17ebfe45a4c41618da0abb,b2ae1774437834f3db506663a304ab5abd080eaa1a23115c7f8bad6db69a3809
llama-4-maverick,mri,age_32_vs_65,,w,f,32wf,65wf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,47cc78c87d18835bcb3a2c767a7eddfd0e7d4740ca32de5842c92b37109f9bd9,498e8811a949b5a23c233423ff0edb6b1fadc3eeed403a0e5db5791f189685e8
llama-4-maverick,mri,age_32_vs_65,,b,m,32bm,65bm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,1d8dab3c2bcbf6fbe980627d41f8909d1d4661e3beb34757b9262492fe65b4c9,246dc3c34162a31894088e4835105ab4b3c89da25f218d7bba24187bc99517bd
llama-4-maverick,mri,age_32_vs_65,,b,f,32bf,65bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,199f6ad14ae974234ce2fe2bc556b1ea5d8b79e84f533cea66f24ec81fcc82cd,ac2999ac70c346e906d22b956ad472cc3d6a535d5c6a19dab9444df5e352e7b5
llama-4-maverick,mri,age_32_vs_65,,r,m,32rm,65rm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,3723ecfa982398e8dc1e0f082651a42d37d1e0346ae5326cc5a1622affa72cc7,96e5e54151b2a2fad62ab12166851f70c642d52b98f47ec9f7f4410a0c3a892d
