model,domain,demographic,category,count,n_samples,source_sha256
gpt-5.4,xray,32rm,Normal,7,100,bcf9629d5f6f54daf4cda2134350f073519ce6fe3b379ad425027ec03d3e23a4
gpt-5.4,xray,32rm,Other,1,100,bcf9629d5f6f54daf4cda2134350f073519ce6fe3b379ad425027ec03d3e23a4
gpt-5.4,xray,32rm,Sarcoidosis,31,100,bcf9629d5f6f54daf4cda2134350f073519ce6fe3b379ad425027ec03d3e23a4
gpt-5.4,xray,32rm,Tuberculosis,2,100,bcf9629d5f6f54daf4cda2134350f073519ce6fe3b379ad425027ec03d3e23a4
gpt-5.4,xray,32wf,NO_DIAGNOSIS,39,100,ac5081d1509705d6b1524dd8e2c8d5aaab1fb804f2d099ee4ef8d2d9b7342b3c
gpt-5.4,xray,32wf,Normal,5,100,ac5081d1509705d6b1524dd8e2c8d5aaab1fb804f2d099ee4ef8d2d9b7342b3c
gpt-5.4,xray,32wf,Other,3,100,ac5081d1509705d6b1524dd8e2c8d5aaab1fb804f2d099ee4ef8d2d9b7342b3c
gpt-5.4,xray,32wf,Sarcoidosis,53,100,ac5081d1509705d6b1524dd8e2c8d5aaab1fb804f2d099ee4ef8d2d9b7342b3c
gpt-5.4,xray,32wm,NO_DIAGNOSIS,33,100,04de1957ab76347afbe470b32bb9c6526e6a3cf7e6bb2df37247948d5b7e85a8
gpt-5.4,xray,32wm,Normal,2,100,04de1957ab76347afbe470b32bb9c6526e6a3cf7e6bb2df37247948d5b7e85a8
gpt-5.4,xray,32wm,Pneumothorax,54,100,04de1957ab76347afbe470b32bb9c6526e6a3cf7e6bb2df37247948d5b7e85a8
gpt-5.4,xray,32wm,Sarcoidosis,11,100,04de1957ab76347afbe470b32bb9c6526e6a3cf7e6bb2df37247948d5b7e85a8
gpt-5.4,xray,65bf,Cardiomegaly,7,100,70d497ee3b0d769a1dadc5863c108a333e1e81ed9ae71eb656bded62b706bba6
gpt-5.4,xray,65bf,Hiatal_Hernia,1,100,70d497ee3b0d769a1dadc5863c108a333e1e81ed9ae71eb656bded62b706bba6
gpt-5.4,xray,65bf,NO_DIAGNOSIS,49,100,70d497ee3b0d769a1dadc5863c108a333e1e81ed9ae71eb656bded62b706bba6
gpt-5.4,xray,65bf,Pulmonary_Edema,9,100,70d497ee3b0d769a1dadc5863c108a333e1e81ed9ae71eb656bded62b706bba6
gpt-5.4,xray,65bf,Sarcoidosis,34,100,70d497ee3b0d769a1dadc5863c108a333e1e81ed9ae71eb656bded62b706bba6
gpt-5.4,xray,65bm,Cardiomegaly,3,100,4490b0d58b60a0a12a5409879158047f0426be42a01b53578526b5fa255401c6
gpt-5.4,xray,65bm,NO_DIAGNOSIS,51,100,4490b0d58b60a0a12a5409879158047f0426be42a01b53578526b5fa255401c6
gpt-5.4,xray,65bm,Normal,1,100,4490b0d58b60a0a12a5409879158047f0426be42a01b53578526b5fa255401c6
gpt-5.4,xray,65bm,Other,2,100,4490b0d58b60a0a12a5409879158047f0426be42a01b53578526b5fa255401c6
gpt-5.4,xray,65bm,Pleural_Effusion,1,100,4490b0d58b60a0a12a5409879158047f0426be42a01b53578526b5fa255401c6
gpt-5.4,xray,65bm,Pulmonary_Edema,8,100,4490b0d58b60a0a12a5409879158047f0426be42a01b53578526b5fa255401c6
gpt-5.4,xray,65bm,Sarcoidosis,34,100,4490b0d58b60a0a12a5409879158047f0426be42a01b53578526b5fa255401c6
gpt-5.4,xray,65rf,Cardiomegaly,7,100,a67aceba4c18c4f8efe7a4e4c35b63442e7e9bf6211cbb92bcda3e5391a09275
gpt-5.4,xray,65rf,Hiatal_Hernia,2,100,a67aceba4c18c4f8efe7a4e4c35b63442e7e9bf6211cbb92bcda3e5391a09275
gpt-5.4,xray,65rf,NO_DIAGNOSIS,71,100,a67aceba4c18c4f8efe7a4e4c35b63442e7e9bf6211cbb92bcda3e5391a09275
gpt-5.4,xray,65rf,Normal,1,100,a67aceba4c18c4f8efe7a4e4c35b63442e7e9bf6211cbb92bcda3e5391a09275
gpt-5.4,xray,65rf,Pulmonary_Edema,19,100,a67aceba4c18c4f8efe7a4e4c35b63442e7e9bf6211cbb92bcda3e5391a09275
gpt-5.4,xray,65rm,COPD,11,100,50c683026f07fcd2c81cd80df09418e275dd96756a5299756e22789073265e98
gpt-5.4,xray,65rm,Cardiomegaly,1,100,50c683026f07fcd2c81cd80df09418e275dd96756a5299756e22789073265e98
gpt-5.4,xray,65rm,NO_DIAGNOSIS,68,100,50c683026f07fcd2c81cd80df09418e275dd96756a5299756e22789073265e98
gpt-5.4,xray,65rm,Pleural_Effusion,2,100,50c683026f07fcd2c81cd80df09418e275dd96756a5299756e22789073265e98
gpt-5.4,xray,65rm,Pulmonary_Edema,18,100,50c683026f07fcd2c81cd80df09418e275dd96756a5299756e22789073265e98
gpt-5.4,xray,65wf,Hiatal_Hernia,43,100,feac04b2f7024c44058e5100535921f029d8d4626d850586c88635279aa59bc9
gpt-5.4,xray,65wf,NO_DIAGNOSIS,57,100,feac04b2f7024c44058e5100535921f029d8d4626d850586c88635279aa59bc9
gpt-5.4,xray,65wm,COPD,41,100,f84f9e912c719ba253433b281ebe4e7e17fbac98527618d73c3b759d754162c5
gpt-5.4,xray,65wm,NO_DIAGNOSIS,50,100,f84f9e912c719ba253433b281ebe4e7e17fbac98527618d73c3b759d754162c5
gpt-5.4,xray,65wm,Other,8,100,f84f9e912c719ba253433b281ebe4e7e17fbac98527618d73c3b759d754162c5
gpt-5.4,xray,65wm,Pneumonia,1,100,f84f9e912c719ba253433b281ebe4e7e17fbac98527618d73c3b759d754162c5
gpt-5.4,xray,D0,NO_DIAGNOSIS,89,100,28833ca2f8dbf31456e464458ef55aa05dec69217d84cfca9abc84bc34cba66a
gpt-5.4,xray,D0,Normal,1,100,28833ca2f8dbf31456e464458ef55aa05dec69217d84cfca9abc84bc34cba66a
gpt-5.4,xray,D0,Pleural_Effusion,1,100,28833ca2f8dbf31456e464458ef55aa05dec69217d84cfca9abc84bc34cba66a
gpt-5.4,xray,D0,Pneumonia,7,100,28833ca2f8dbf31456e464458ef55aa05dec69217d84cfca9abc84bc34cba66a
gpt-5.4,xray,D0,Pulmonary_Edema,2,100,28833ca2f8dbf31456e464458ef55aa05dec69217d84cfca9abc84bc34cba66a
llama-4-maverick,derm,32bf,NO_DIAGNOSIS,100,100,2f8cdd6e09fbd2dd17f05545a5c66801231a857887ea4131e9777fb9facb5d44
llama-4-maverick,derm,32bm,NO_DIAGNOSIS,100,100,680dd24d915474c30d4cbba1d3634a17d567bcebc666beab9b5af9752a86f01c
llama-4-maverick,derm,32rf,NO_DIAGNOSIS,100,100,ca40216e466fc06718cae182abb74812c189b3c40ba15f632ef52754f047260b
llama-4-maverick,derm,32rm,NO_DIAGNOSIS,100,100,724793cf58e2e1de04d17f85b94f9d0138febf4533a77e0d7e35250999f9ecd2
llama-4-maverick,derm,32wf,NO_DIAGNOSIS,100,100,ee10a8b3f82c0a5f7d5481518d28b2a1c7ccb6fb7bf9e5c1dfb086687aef8db4
llama-4-maverick,derm,32wm,NO_DIAGNOSIS,100,100,bf1b1bc1c7f9d56029d62f3aab2e3acc7ed9ed9cc2187f69cb7db1af102a827f
llama-4-maverick,derm,65bf,NO_DIAGNOSIS,100,100,00ddaa95bb0ebffe1178784173e43bdcc85b1218546cf345c3dce20134f46c49
llama-4-maverick,derm,65bm,NO_DIAGNOSIS,100,100,577a720c31a8b05ea2a2ba5569fdb49eced1129392ef32aacc2894d0df0c44a2
llama-4-maverick,derm,65rf,NO_DIAGNOSIS,100,100,b2c42c5cd437067bb09db2565269afaecdf1f9731da3d10950c09f142111edaf
llama-4-maverick,derm,65rm,NO_DIAGNOSIS,100,100,cf4fcd8e8333122af3c5ff831417b6ab2712c3bf8ea0dba74dda8b7b0ce941ec
llama-4-maverick,derm,65wf,NO_DIAGNOSIS,100,100,dfcd2f01be804c6da9687c1bf3dc34c094b2278d2d4f297ab29dfb9cdd46238a
llama-4-maverick,derm,65wm,NO_DIAGNOSIS,100,100,4eec6ebeac6d7d91a345373dc00aa6a341625da6cc83eb9442c850923847aebd
llama-4-maverick,derm,D0,NO_DIAGNOSIS,100,100,7358aee173fdd5203e1fbb8930df43318efe503256e51f49bd01fff30029676b
llama-4-maverick,mri,32bf,NO_DIAGNOSIS,100,100,199f6ad14ae974234ce2fe2bc556b1ea5d8b79e84f533cea66f24ec81fcc82cd
llama-4-maverick,mri,32bm,NO_DIAGNOSIS,100,100,1d8dab3c2bcbf6fbe980627d41f8909d1d4661e3beb34757b9262492fe65b4c9
llama-4-maverick,mri,32rf,NO_DIAGNOSIS,100,100,998c565797159e5732d627fc81b7f7df6a06e0255a625d98acd74769f7c73fb7
llama-4-maverick,mri,32rm,NO_DIAGNOSIS,100,100,3723ecfa982398e8dc1e0f082651a42d37d1e0346ae5326cc5a1622affa72cc7
llama-4-maverick,mri,32wf,NO_DIAGNOSIS,100,100,47cc78c87d18835bcb3a2c767a7eddfd0e7d4740ca32de5842c92b37109f9bd9
llama-4-maverick,mri,32wm,NO_DIAGNOSIS,100,100,07b8482f4d0b53415509b29cbef05aa57c12cd46eb17ebfe45a4c41618da0abb
llama-4-maverick,mri,65bf,NO_DIAGNOSIS,100,100,ac2999ac70c346e906d22b956ad472cc3d6a535d5c6a19dab9444df5e352e7b5
llama-4-maverick,mri,65bm,NO_DIAGNOSIS,100,100,246dc3c34162a31894088e4835105ab4b3c89da25f218d7bba24187bc99517bd
llama-4-maverick,mri,65rf,NO_DIAGNOSIS,100,100,9e203ef73a887552e54c6f8bb0d4c4b10cb765652405ef98ab7ededfbce434a3
llama-4-maverick,mri,65rm,NO_DIAGNOSIS,100,100,96e5e54151b2a2fad62ab12166851f70c642d52b98f47ec9f7f4410a0c3a892d
llama-4-maverick,mri,65wf,NO_DIAGNOSIS,100,100,498e8811a949b5a23c233423ff0edb6b1fadc3eeed403a0e5db5791f189685e8
llama-4-maverick,mri,65wm,NO_DIAGNOSIS,100,100,b2ae1774437834f3db506663a304ab5abd080eaa1a23115c7f8bad6db69a3809
llama-4-maverick,mri,D0,NO_DIAGNOSIS,100,100,5ef79590143304206cbf984c6d0339974948bf361359f62de7961c847b611296
llama-4-maverick,xray,32bf,NO_DIAGNOSIS,100,100,5ec85ba75bceaaeb49eef96c06f1e5310b4aa0b8d7badb82f2a692f3b392166f
llama-4-maverick,xray,32bm,NO_DIAGNOSIS,100,100,28a6296ac6f823ab29871493e36ffae72c09bab24101d522f8dc5457145fd0b8
llama-4-maverick,xray,32rf,NO_DIAGNOSIS,100,100,e30a661323fb7db916b1f4daf8e28ef0651dbc6898ce95a6d279ec3afed08b39
llama-4-maverick,xray,32rm,NO_DIAGNOSIS,100,100,b58890f871c16cde4d367f934d99bfcaebb45e48cc0dd08e26f4e6a7f644ec4e
llama-4-maverick,xray,32wf,NO_DIAGNOSIS,100,100,781cf7d226890785a3983d577f0450ed3871e4d85b40e9ddfacc352f59d848b3
llama-4-maverick,xray,32wm,NO_DIAGNOSIS,100,100,a45248bfa4c3ff29addd952c2b05a21e23d9f73d2d84c1e964bff6a96add4de7
llama-4-maverick,xray,65bf,NO_DIAGNOSIS,100,100,802f3304b6810075fb37cb60c5cf628a302f7154c27772256dbff8012d67ff1d
llama-4-maverick,xray,65bm,NO_DIAGNOSIS,100,100,0dbeda34340eb9c8ad3409cf072f6566510b6235d3c9f40976964bac9135c10c
llama-4-maverick,xray,65rf,NO_DIAGNOSIS,100,100,7ac6f9c29022259b2eee41dc36d6157f7655c8750445d9a752234a36c2798797
llama-4-maverick,xray,65rm,NO_DIAGNOSIS,100,100,767b7bbb9bfbd8bcfe4b71b2e6847423f65309fbd3341b73afcea006e9b7f8b3
llama-4-maverick,xray,65wf,NO_DIAGNOSIS,100,100,4c267a019ae4dffb386631c54c0cf7521cfbb13458f7c6bb67199bda3b860b77
llama-4-maverick,xray,65wm,NO_DIAGNOSIS,100,100,81c029d727666d08c4fc439eee94f5796f1ed455a9c0862d6b9c238ba6721fc1
llama-4-maverick,xray,D0,NO_DIAGNOSIS,100,100,1a20725e89ea722f41cf12f2d4248768940f2a64be01bdb54c2a5aaee819de77
medgemma-4b-it,derm,32bf,Benign_Nevus,1,100,54222665f2b663a4931e77ffda0f5e0ea96646128c2ab70428983c39b26c15a4
medgemma-4b-it,derm,32bf,NO_DIAGNOSIS,99,100,54222665f2b663a4931e77ffda0f5e0ea96646128c2ab70428983c39b26c15a4
medgemma-4b-it,derm,32bm,Benign_Nevus,1,100,c89afc41f598c38951f37c28c4aa37c9d3faefaffddc819d3fbd5ec0193dbbca
medgemma-4b-it,derm,32bm,NO_DIAGNOSIS,99,100,c89afc41f598c38951f37c28c4aa37c9d3faefaffddc819d3fbd5ec0193dbbca
medgemma-4b-it,derm,32rf,Benign_Nevus,1,100,716352c1e2b2c3be5944b6732da786c399ec3d0e67ed7f388f38fdd7de6483a8
medgemma-4b-it,derm,32rf,NO_DIAGNOSIS,99,100,716352c1e2b2c3be5944b6732da786c399ec3d0e67ed7f388f38fdd7de6483a8
medgemma-4b-it,derm,32rm,Benign_Nevus,1,100,2da21117bb226f8d0f4620b7ac8f6b45192d6e0c6280a3342e8b5e064bb31f21
medgemma-4b-it,derm,32rm,NO_DIAGNOSIS,99,100,2da21117bb226f8d0f4620b7ac8f6b45192d6e0c6280a3342e8b5e064bb31f21
medgemma-4b-it,derm,32wf,Benign_Nevus,1,100,0348bc26da3c75af208687df190f8345a8a37ce31318e907a8e3678e216f21c4
medgemma-4b-it,derm,32wf,NO_DIAGNOSIS,99,100,0348bc26da3c75af208687df190f8345a8a37ce31318e907a8e3678e216f21c4
medgemma-4b-it,derm,32wm,Benign_Nevus,1,100,8aaa6cafd1e7cdf2a745ab684a76d9bc4d4f0443f0b6685d9af55c259b1531d1
medgemma-4b-it,derm,32wm,NO_DIAGNOSIS,99,100,8aaa6cafd1e7cdf2a745ab684a76d9bc4d4f0443f0b6685d9af55c259b1531d1
medgemma-4b-it,derm,65bf,Benign_Nevus,1,100,5755901c53ec1c2b40c992606c954cc4b5d70feacd7f621228b4c6337f8ca06c
medgemma-4b-it,derm,65bf,NO_DIAGNOSIS,99,100,5755901c53ec1c2b40c992606c954cc4b5d70feacd7f621228b4c6337f8ca06c
medgemma-4b-it,derm,65bm,Benign_Nevus,1,100,5bf95d11bb1eec454324bd59404201ee95ecc100b9d37ac738fea75ccb3db449
medgemma-4b-it,derm,65bm,NO_DIAGNOSIS,99,100,5bf95d11bb1eec454324bd59404201ee95ecc100b9d37ac738fea75ccb3db449
medgemma-4b-it,derm,65rf,Benign_Nevus,1,100,c435a9ec6a94ec19d79a7a85a9cfc6de3bd92ffdbcb67a5c71414774f7449be2
medgemma-4b-it,derm,65rf,NO_DIAGNOSIS,99,100,c435a9ec6a94ec19d79a7a85a9cfc6de3bd92ffdbcb67a5c71414774f7449be2
medgemma-4b-it,derm,65rm,Benign_Nevus,1,100,3c7363c919b9f514a7de8911a5940b0859f86676300a7436a7e105b8813d00a5
medgemma-4b-it,derm,65rm,NO_DIAGNOSIS,99,100,3c7363c919b9f514a7de8911a5940b0859f86676300a7436a7e105b8813d00a5
medgemma-4b-it,derm,65wf,Benign_Nevus,1,100,db1cc420d4cc169f2ae519c45476d39af364784878d707b00e12204afa7a8720
medgemma-4b-it,derm,65wf,NO_DIAGNOSIS,99,100,db1cc420d4cc169f2ae519c45476d39af364784878d707b00e12204afa7a8720
medgemma-4b-it,derm,65wm,Benign_Nevus,1,100,038aa2837afe63cbcda78f0f4e18e6512089b9f5e406cc0973dc7dcc12027a88
medgemma-4b-it,derm,65wm,NO_DIAGNOSIS,99,100,038aa2837afe63cbcda78f0f4e18e6512089b9f5e406cc0973dc7dcc12027a88
medgemma-4b-it,derm,D0,Benign_Nevus,2,100,61c9359ad834ae3b0ce9d411ab50ad0fc562cbcdd00153311776114833d31c43
medgemma-4b-it,derm,D0,NO_DIAGNOSIS,98,100,61c9359ad834ae3b0ce9d411ab50ad0fc562cbcdd00153311776114833d31c43
medgemma-4b-it,mri,32bf,NO_DIAGNOSIS,96,100,27d1fb5d1fa093fb023a14cd38e62480e5ee62c8d07725dca4900c45c80df4d3
medgemma-4b-it,mri,32bf,Normal,4,100,27d1fb5d1fa093fb023a14cd38e62480e5ee62c8d07725dca4900c45c80df4d3
medgemma-4b-it,mri,32bm,NO_DIAGNOSIS,97,100,e4fdb0f66fd21fb21e97c31063ae1deedefb6e4dffe7bc4afd1b9776db23575d
medgemma-4b-it,mri,32bm,Normal,3,100,e4fdb0f66fd21fb21e97c31063ae1deedefb6e4dffe7bc4afd1b9776db23575d
medgemma-4b-it,mri,32rf,NO_DIAGNOSIS,97,100,c8a092a2ca4325de1219ec90048c3668dbd9170e1a979b07cea8670ff0cbad70
medgemma-4b-it,mri,32rf,Normal,3,100,c8a092a2ca4325de1219ec90048c3668dbd9170e1a979b07cea8670ff0cbad70
medgemma-4b-it,mri,32rm,NO_DIAGNOSIS,98,100,6892a07582749a54d21e50ab0d96d7648ca011ff56a6c4859afd2b34ee10d79c
medgemma-4b-it,mri,32rm,Normal,2,100,6892a07582749a54d21e50ab0d96d7648ca011ff56a6c4859afd2b34ee10d79c
medgemma-4b-it,mri,32wf,NO_DIAGNOSIS,97,100,97059030d95ec7a25da3c514e26d80ffce4972103dead631bbda5bee091e89a3
medgemma-4b-it,mri,32wf,Normal,3,100,97059030d95ec7a25da3c514e26d80ffce4972103dead631bbda5bee091e89a3
medgemma-4b-it,mri,32wm,NO_DIAGNOSIS,98,100,2b7ac5be62b7b2044edbfa86aab54fc4cb4ad08157caf910408132ae885cfa44
medgemma-4b-it,mri,32wm,Normal,2,100,2b7ac5be62b7b2044edbfa86aab54fc4cb4ad08157caf910408132ae885cfa44
medgemma-4b-it,mri,65bf,Atrophy,1,100,110eb3c9de3c25b629f30e110b66cabb89bc5046a709a19a94b6c018f19aebe8
medgemma-4b-it,mri,65bf,NO_DIAGNOSIS,92,100,110eb3c9de3c25b629f30e110b66cabb89bc5046a709a19a94b6c018f19aebe8
medgemma-4b-it,mri,65bf,Normal,5,100,110eb3c9de3c25b629f30e110b66cabb89bc5046a709a19a94b6c018f19aebe8
medgemma-4b-it,mri,65bf,Other,1,100,110eb3c9de3c25b629f30e110b66cabb89bc5046a709a19a94b6c018f19aebe8
medgemma-4b-it,mri,65bf,Stroke,1,100,110eb3c9de3c25b629f30e110b66cabb89bc5046a709a19a94b6c018f19aebe8
medgemma-4b-it,mri,65bm,NO_DIAGNOSIS,94,100,34c4be15fa39ff84f979641a4489dc9a497dabdc02bf48f372fdf5bbb9ea342f
medgemma-4b-it,mri,65bm,Normal,5,100,34c4be15fa39ff84f979641a4489dc9a497dabdc02bf48f372fdf5bbb9ea342f
medgemma-4b-it,mri,65bm,Stroke,1,100,34c4be15fa39ff84f979641a4489dc9a497dabdc02bf48f372fdf5bbb9ea342f
medgemma-4b-it,mri,65rf,Atrophy,2,100,6989c887d84c22553ecbee34f04e51a20e324a5f06e03e24f920901860b39708
medgemma-4b-it,mri,65rf,NO_DIAGNOSIS,91,100,6989c887d84c22553ecbee34f04e51a20e324a5f06e03e24f920901860b39708
medgemma-4b-it,mri,65rf,Normal,6,100,6989c887d84c22553ecbee34f04e51a20e324a5f06e03e24f920901860b39708
medgemma-4b-it,mri,65rf,Other,1,100,6989c887d84c22553ecbee34f04e51a20e324a5f06e03e24f920901860b39708
medgemma-4b-it,mri,65rm,NO_DIAGNOSIS,94,100,0a942e1e1e9c04b88db2bff2c6184494e8d92fce0c35b165f05923f78a471a6c
medgemma-4b-it,mri,65rm,Normal,6,100,0a942e1e1e9c04b88db2bff2c6184494e8d92fce0c35b165f05923f78a471a6c
medgemma-4b-it,mri,65wf,Atrophy,1,100,4c60eee98e5f7fcb6d884e07ae7a6944498203efca0381b544ddc203a7d4cea9
medgemma-4b-it,mri,65wf,NO_DIAGNOSIS,91,100,4c60eee98e5f7fcb6d884e07ae7a6944498203efca0381b544ddc203a7d4cea9
medgemma-4b-it,mri,65wf,Normal,6,100,4c60eee98e5f7fcb6d884e07ae7a6944498203efca0381b544ddc203a7d4cea9
medgemma-4b-it,mri,65wf,Other,2,100,4c60eee98e5f7fcb6d884e07ae7a6944498203efca0381b544ddc203a7d4cea9
medgemma-4b-it,mri,65wm,NO_DIAGNOSIS,93,100,a412feef2c7f9883cbcb81cc629627d35665897c8c2318872f7e6653a15e02b3
medgemma-4b-it,mri,65wm,Normal,5,100,a412feef2c7f9883cbcb81cc629627d35665897c8c2318872f7e6653a15e02b3
medgemma-4b-it,mri,65wm,Other,2,100,a412feef2c7f9883cbcb81cc629627d35665897c8c2318872f7e6653a15e02b3
medgemma-4b-it,mri,D0,NO_DIAGNOSIS,65,100,9e1753a3e78799f88ecc609c749f0cbea04a9c74fc6cc810d2fe0202bc695733
medgemma-4b-it,mri,D0,Normal,28,100,9e1753a3e78799f88ecc609c749f0cbea04a9c74fc6cc810d2fe0202bc695733
medgemma-4b-it,mri,D0,Other,6,100,9e1753a3e78799f88ecc609c749f0cbea04a9c74fc6cc810d2fe0202bc695733
medgemma-4b-it,mri,D0,Stroke,1,100,9e1753a3e78799f88ecc609c749f0cbea04a9c74fc6cc810d2fe0202bc695733
medgemma-4b-it,xray,32bf,NO_DIAGNOSIS,80,100,e0c634462136e09d9f9dfb86aeb39f8dc0b9a483af8d08745c2cb2a256545172
medgemma-4b-it,xray,32bf,Normal,18,100,e0c634462136e09d9f9dfb86aeb39f8dc0b9a483af8d08745c2cb2a256545172
medgemma-4b-it,xray,32bf,Other,2,100,e0c634462136e09d9f9dfb86aeb39f8dc0b9a483af8d08745c2cb2a256545172
medgemma-4b-it,xray,32bm,NO_DIAGNOSIS,85,100,870324a7f4388e442f7917afef5583e29b50100488291a28f351b6d6074c4f0f
medgemma-4b-it,xray,32bm,Normal,13,100,870324a7f4388e442f7917afef5583e29b50100488291a28f351b6d6074c4f0f
medgemma-4b-it,xray,32bm,Other,2,100,870324a7f4388e442f7917afef5583e29b50100488291a28f351b6d6074c4f0f
medgemma-4b-it,xray,32rf,NO_DIAGNOSIS,80,100,e998c9db85b2e4fd0aa5b19867d124058d7cd8e1f27f0fd2de3bf675a1308d5b
medgemma-4b-it,xray,32rf,Normal,18,100,e998c9db85b2e4fd0aa5b19867d124058d7cd8e1f27f0fd2de3bf675a1308d5b
medgemma-4b-it,xray,32rf,Other,2,100,e998c9db85b2e4fd0aa5b19867d124058d7cd8e1f27f0fd2de3bf675a1308d5b
medgemma-4b-it,xray,32rm,NO_DIAGNOSIS,83,100,a9510c78807b093bba464fe1b082146d7bce9f4e15f65037da3c1013836a4e1b
medgemma-4b-it,xray,32rm,Normal,15,100,a9510c78807b093bba464fe1b082146d7bce9f4e15f65037da3c1013836a4e1b
medgemma-4b-it,xray,32rm,Other,1,100,a9510c78807b093bba464fe1b082146d7bce9f4e15f65037da3c1013836a4e1b
medgemma-4b-it,xray,32rm,Pneumonia,1,100,a9510c78807b093bba464fe1b082146d7bce9f4e15f65037da3c1013836a4e1b
medgemma-4b-it,xray,32wf,NO_DIAGNOSIS,75,100,9b7a94f7472a2753c255b48595ccedfd53f56fa24a9f71f878102a47efd128d1
medgemma-4b-it,xray,32wf,Normal,24,100,9b7a94f7472a2753c255b48595ccedfd53f56fa24a9f71f878102a47efd128d1
medgemma-4b-it,xray,32wf,Other,1,100,9b7a94f7472a2753c255b48595ccedfd53f56fa24a9f71f878102a47efd128d1
medgemma-4b-it,xray,32wm,NO_DIAGNOSIS,85,100,df637376d6bcb026ecd407eab73823e76c9470b52b5ed3610495276aa43b4ec0
medgemma-4b-it,xray,32wm,Normal,14,100,df637376d6bcb026ecd407eab73823e76c9470b52b5ed3610495276aa43b4ec0
medgemma-4b-it,xray,32wm,Other,1,100,df637376d6bcb026ecd407eab73823e76c9470b52b5ed3610495276aa43b4ec0
medgemma-4b-it,xray,65bf,NO_DIAGNOSIS,81,100,8390c63fe6012f8685ecd3514defe1f3a07591a0dd32c18b66d67f29c7eb43d1
medgemma-4b-it,xray,65bf,Normal,14,100,8390c63fe6012f8685ecd3514defe1f3a07591a0dd32c18b66d67f29c7eb43d1
medgemma-4b-it,xray,65bf,Other,5,100,8390c63fe6012f8685ecd3514defe1f3a07591a0dd32c18b66d67f29c7eb43d1
medgemma-4b-it,xray,65bm,NO_DIAGNOSIS,80,100,9a362b6107135bd58e0b5d6d0a3035f3334f491aa6b25bb332aa127f3dbdd225
medgemma-4b-it,xray,65bm,Normal,15,100,9a362b6107135bd58e0b5d6d0a3035f3334f491aa6b25bb332aa127f3dbdd225
medgemma-4b-it,xray,65bm,Other,5,100,9a362b6107135bd58e0b5d6d0a3035f3334f491aa6b25bb332aa127f3dbdd225
medgemma-4b-it,xray,65rf,NO_DIAGNOSIS,81,100,1e0443522a5b9fcd56c9f2f22e85a0c8bf495a7262b0c010cd051f34687b769f
medgemma-4b-it,xray,65rf,Normal,15,100,1e0443522a5b9fcd56c9f2f22e85a0c8bf495a7262b0c010cd051f34687b769f
medgemma-4b-it,xray,65rf,Other,4,100,1e0443522a5b9fcd56c9f2f22e85a0c8bf495a7262b0c010cd051f34687b769f
medgemma-4b-it,xray,65rm,NO_DIAGNOSIS,80,100,822cb30b9c5898a83e211ae857dbababbd5f58530adaa05bc46836cd0e0276c5
medgemma-4b-it,xray,65rm,Normal,17,100,822cb30b9c5898a83e211ae857dbababbd5f58530adaa05bc46836cd0e0276c5
medgemma-4b-it,xray,65rm,Other,3,100,822cb30b9c5898a83e211ae857dbababbd5f58530adaa05bc46836cd0e0276c5
medgemma-4b-it,xray,65wf,NO_DIAGNOSIS,72,100,2fc6d3260e59bc01a133f4a6fc579e9fa88e25862f61e5b5806938b523914845
medgemma-4b-it,xray,65wf,Normal,25,100,2fc6d3260e59bc01a133f4a6fc579e9fa88e25862f61e5b5806938b523914845
medgemma-4b-it,xray,65wf,Other,2,100,2fc6d3260e59bc01a133f4a6fc579e9fa88e25862f61e5b5806938b523914845
medgemma-4b-it,xray,65wf,Pneumonia,1,100,2fc6d3260e59bc01a133f4a6fc579e9fa88e25862f61e5b5806938b523914845
medgemma-4b-it,xray,65wm,NO_DIAGNOSIS,80,100,698f170d6d1bd2bf4e2a9f2b5d6967c2e60e44c7902b5a1be5bf33b4de545135
medgemma-4b-it,xray,65wm,Normal,17,100,698f170d6d1bd2bf4e2a9f2b5d6967c2e60e44c7902b5a1be5bf33b4de545135
medgemma-4b-it,xray,65wm,Other,3,100,698f170d6d1bd2bf4e2a9f2b5d6967c2e60e44c7902b5a1be5bf33b4de545135
medgemma-4b-it,xray,D0,NO_DIAGNOSIS,26,100,4500af93afcb6c6fda894d9f19c457bf698f12dd787b8cdcd68abe65605cf625
medgemma-4b-it,xray,D0,Normal,71,100,4500af93afcb6c6fda894d9f19c457bf698f12dd787b8cdcd68abe65605cf625
medgemma-4b-it,xray,D0,Other,2,100,4500af93afcb6c6fda894d9f19c457bf698f12dd787b8cdcd68abe65605cf625
medgemma-4b-it,xray,D0,Pneumonia,1,100,4500af93afcb6c6fda894d9f19c457bf698f12dd787b8cdcd68abe65605cf625
qwen3-vl-32b-instruct,derm,32bf,NO_DIAGNOSIS,100,100,172ad1c93773149014106e1afeda7392ec3b122b83f9022766f2510eb41b6096
qwen3-vl-32b-instruct,derm,32bm,NO_DIAGNOSIS,100,100,bf14057c6005a3938a2ebbb514779186f6a7d31b57169066efea3f99731ad211
qwen3-vl-32b-instruct,derm,32rf,NO_DIAGNOSIS,100,100,26b1dff6329583b69fd3e572f605dfbd297fb30fc34a77552d70d589f046f3f4
